row_number,level,Nation_fk,Year,Region,Country,All Religions,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
592,1,103,2030,Asia-Pacific,Japan, 100,30.1, 1.9,< 1.0,< 1.0,< 1.0,< 1.0, 4.2,63.0
593,1,104,2030,Middle East-North Africa,Jordan, 100,< 1.0, 2.1,< 1.0,< 1.0,< 1.0,97.0,< 1.0,< 1.0
594,1,105,2030,Asia-Pacific,Kazakhstan, 100,< 1.0,21.5,< 1.0,< 1.0,< 1.0,73.7,< 1.0, 3.7
595,1,106,2030,Sub-Saharan Africa,Kenya, 100,< 1.0,83.6, 1.4,< 1.0,< 1.0,11.6,< 1.0, 2.3
596,1,107,2030,Asia-Pacific,Kiribati, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.2,< 1.0
597,1,108,2030,Europe,Kosovo, 100,< 1.0, 5.2,< 1.0,< 1.0,< 1.0,94.7,< 1.0,< 1.0
598,1,109,2030,Middle East-North Africa,Kuwait, 100, 6.5,12.8,< 1.0,10.5,< 1.0,69.6,< 1.0,< 1.0
599,1,110,2030,Asia-Pacific,Kyrgyzstan, 100,< 1.0, 8.9,< 1.0,< 1.0,< 1.0,90.5,< 1.0,< 1.0
600,1,111,2030,Asia-Pacific,Laos, 100,61.6, 1.5,35.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
601,1,112,2030,Europe,Latvia, 100,< 1.0,53.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,46.2
602,1,113,2030,Middle East-North Africa,Lebanon, 100,< 1.0,38.4,< 1.0,< 1.0,< 1.0,61.2,< 1.0,< 1.0
603,1,114,2030,Sub-Saharan Africa,Lesotho, 100,< 1.0,97.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.8
604,1,115,2030,Sub-Saharan Africa,Liberia, 100,< 1.0,85.9,< 1.0,< 1.0,< 1.0,11.9,< 1.0, 1.3
605,1,116,2030,Middle East-North Africa,Libya, 100,< 1.0, 2.7,< 1.0,< 1.0,< 1.0,96.6,< 1.0,< 1.0
606,1,117,2030,Europe,Liechtenstein, 100,< 1.0,91.9,< 1.0,< 1.0,< 1.0, 5.0,< 1.0, 2.9
607,1,118,2030,Europe,Lithuania, 100,< 1.0,90.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.6
608,1,119,2030,Europe,Luxembourg, 100,< 1.0,70.7,< 1.0,< 1.0,< 1.0, 2.3,< 1.0,26.5
609,1,120,2030,Asia-Pacific,Macau, 100,17.3, 7.2,58.9,< 1.0,< 1.0,< 1.0,< 1.0,15.4
610,1,121,2030,Europe,Republic of Macedonia, 100,< 1.0,50.9,< 1.0,< 1.0,< 1.0,47.9,< 1.0, 1.2
611,1,122,2030,Sub-Saharan Africa,Madagascar, 100,< 1.0,84.1, 4.8,< 1.0,< 1.0, 3.1,< 1.0, 7.7
612,1,123,2030,Sub-Saharan Africa,Malawi, 100,< 1.0,83.7, 1.6,< 1.0,< 1.0,12.9,< 1.0, 1.7
613,1,124,2030,Asia-Pacific,Malaysia, 100,13.8, 9.4, 2.1, 5.5,< 1.0,68.4,< 1.0,< 1.0
614,1,125,2030,Asia-Pacific,Maldives, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.4,< 1.0,< 1.0
615,1,126,2030,Sub-Saharan Africa,Mali, 100,< 1.0, 2.3, 3.0,< 1.0,< 1.0,94.1,< 1.0,< 1.0
616,1,127,2030,Europe,Malta, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
617,1,128,2030,Asia-Pacific,Marshall Islands, 100,< 1.0,97.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.5
618,1,129,2030,Latin America-Caribbean,Martinique, 100,< 1.0,96.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.3
619,1,130,2030,Sub-Saharan Africa,Mauritania, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
620,1,131,2030,Sub-Saharan Africa,Mauritius, 100,< 1.0,32.8,< 1.0,48.2,< 1.0,17.4,< 1.0,< 1.0
621,1,132,2030,Sub-Saharan Africa,Mayotte, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.6,< 1.0,< 1.0
622,1,133,2030,Latin America-Caribbean,Mexico, 100,< 1.0,93.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 6.7
623,1,134,2030,Asia-Pacific,Federated States of Micronesia, 100,< 1.0,95.3, 2.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
624,1,135,2030,Europe,Moldova, 100,< 1.0,97.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.3
625,1,136,2030,Europe,Monaco, 100,< 1.0,86.0,< 1.0,< 1.0, 1.7,< 1.0,< 1.0,11.7
626,1,137,2030,Asia-Pacific,Mongolia, 100,53.9, 2.3, 3.4,< 1.0,< 1.0, 3.6,< 1.0,36.8
627,1,138,2030,Europe,Montenegro, 100,< 1.0,75.1,< 1.0,< 1.0,< 1.0,21.9,< 1.0, 3.0
628,1,139,2030,Latin America-Caribbean,Montserrat, 100,< 1.0,93.5,< 1.0,< 1.0,< 1.0,< 1.0, 1.5, 4.8
629,1,140,2030,Middle East-North Africa,Morocco, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
630,1,141,2030,Sub-Saharan Africa,Mozambique, 100,< 1.0,58.6, 7.7,< 1.0,< 1.0,16.4,< 1.0,17.1
631,1,142,2030,Asia-Pacific,Burma (Myanmar), 100,79.7, 7.8, 5.7, 1.7,< 1.0, 4.4,< 1.0,< 1.0
632,1,143,2030,Sub-Saharan Africa,Namibia, 100,< 1.0,97.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.9
633,1,144,2030,Asia-Pacific,Nauru, 100, 1.1,79.0, 8.1,< 1.0,< 1.0,< 1.0, 7.4, 4.5
634,1,145,2030,Asia-Pacific,Nepal, 100, 9.7,< 1.0, 3.6,80.4,< 1.0, 5.5,< 1.0,< 1.0
635,1,146,2030,Europe,Netherlands, 100,< 1.0,44.6,< 1.0,< 1.0,< 1.0, 7.7,< 1.0,46.1
636,1,148,2030,Asia-Pacific,New Caledonia, 100,< 1.0,85.2,< 1.0,< 1.0,< 1.0, 2.8,< 1.0,10.4
637,1,149,2030,Asia-Pacific,New Zealand, 100, 2.0,49.7,< 1.0, 2.9,< 1.0, 1.9,< 1.0,41.9
638,1,150,2030,Latin America-Caribbean,Nicaragua, 100,< 1.0,84.9, 1.4,< 1.0,< 1.0,< 1.0,< 1.0,13.4
639,1,151,2030,Sub-Saharan Africa,Niger, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.1,< 1.0,< 1.0
640,1,152,2030,Sub-Saharan Africa,Nigeria, 100,< 1.0,44.2, 1.6,< 1.0,< 1.0,53.7,< 1.0,< 1.0
641,1,153,2030,Asia-Pacific,Niue, 100,< 1.0,96.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
642,1,154,2030,Asia-Pacific,North Korea, 100, 1.5, 2.0,12.3,< 1.0,< 1.0,< 1.0,12.9,71.3
643,1,155,2030,Asia-Pacific,Northern Mariana Islands, 100,10.6,81.3, 5.3,< 1.0,< 1.0,< 1.0, 1.1, 1.0
644,1,156,2030,Europe,Norway, 100, 1.1,79.0,< 1.0,< 1.0,< 1.0, 6.1,< 1.0,12.8
645,1,157,2030,Middle East-North Africa,Oman, 100,< 1.0, 6.1,< 1.0, 5.7,< 1.0,86.3,< 1.0,< 1.0
646,1,158,2030,Asia-Pacific,Pakistan, 100,< 1.0, 1.5,< 1.0, 2.0,< 1.0,96.4,< 1.0,< 1.0
647,1,159,2030,Asia-Pacific,Palau, 100,< 1.0,86.7,< 1.0,< 1.0,< 1.0,< 1.0,10.4, 1.2
648,1,160,2030,Middle East-North Africa,Palestinian territories, 100,< 1.0, 1.8,< 1.0,< 1.0,< 1.0,98.1,< 1.0,< 1.0
649,1,161,2030,Latin America-Caribbean,Panama, 100,< 1.0,92.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 5.3
650,1,162,2030,Asia-Pacific,Papua New Guinea, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
651,1,163,2030,Latin America-Caribbean,Paraguay, 100,< 1.0,96.8, 1.8,< 1.0,< 1.0,< 1.0,< 1.0, 1.1
652,1,164,2030,Latin America-Caribbean,Peru, 100,< 1.0,95.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.2
653,1,165,2030,Asia-Pacific,Philippines, 100,< 1.0,92.2, 1.6,< 1.0,< 1.0, 5.8,< 1.0,< 1.0
654,1,167,2030,Europe,Poland, 100,< 1.0,90.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.0
655,1,168,2030,Europe,Portugal, 100,< 1.0,89.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.5
656,1,169,2030,Latin America-Caribbean,Puerto Rico, 100,< 1.0,96.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.3
657,1,170,2030,Middle East-North Africa,Qatar, 100, 4.0,13.3,< 1.0,16.9,< 1.0,64.3,< 1.0,< 1.0
658,1,171,2030,Sub-Saharan Africa,Reunion, 100,< 1.0,87.6,< 1.0, 4.5,< 1.0, 4.2, 1.1, 2.0
659,1,172,2030,Europe,Romania, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
660,1,173,2030,Europe,Russia, 100,< 1.0,72.4,< 1.0,< 1.0,< 1.0,13.1,< 1.0,13.9
661,1,174,2030,Sub-Saharan Africa,Rwanda, 100,< 1.0,93.6,< 1.0,< 1.0,< 1.0, 2.5,< 1.0, 3.1
662,1,175,2030,Sub-Saharan Africa,St. Helena, 100,< 1.0,96.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
663,1,176,2030,Latin America-Caribbean,St. Kitts and Nevis, 100,< 1.0,94.6, 1.3, 1.5,< 1.0,< 1.0,< 1.0, 1.6
664,1,177,2030,Latin America-Caribbean,St. Lucia, 100,< 1.0,92.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.7, 5.5
665,1,178,2030,North America,St. Pierre and Miquelon, 100,< 1.0,94.7,< 1.0,< 1.0,< 1.0,< 1.0, 1.3, 3.8
666,1,179,2030,Latin America-Caribbean,St. Vincent and the Grenadines, 100,< 1.0,88.7, 2.0, 3.4,< 1.0, 1.5, 2.0, 2.5
667,1,180,2030,Asia-Pacific,Samoa, 100,< 1.0,97.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.1
668,1,181,2030,Europe,San Marino, 100,< 1.0,91.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 7.2
669,1,182,2030,Sub-Saharan Africa,Sao Tome and Principe, 100,< 1.0,80.7, 3.1,< 1.0,< 1.0,< 1.0, 2.5,13.6
670,1,183,2030,Middle East-North Africa,Saudi Arabia, 100,< 1.0, 4.2,< 1.0, 1.4,< 1.0,92.8,< 1.0,< 1.0
671,1,184,2030,Sub-Saharan Africa,Senegal, 100,< 1.0, 3.0,< 1.0,< 1.0,< 1.0,96.9,< 1.0,< 1.0
672,1,185,2030,Europe,Serbia, 100,< 1.0,90.6,< 1.0,< 1.0,< 1.0, 6.0,< 1.0, 3.4
673,1,186,2030,Sub-Saharan Africa,Seychelles, 100,< 1.0,94.0,< 1.0, 2.1,< 1.0, 1.1,< 1.0, 2.1
674,1,187,2030,Sub-Saharan Africa,Sierra Leone, 100,< 1.0,19.8,< 1.0,< 1.0,< 1.0,79.1,< 1.0,< 1.0
675,1,188,2030,Asia-Pacific,Singapore, 100,30.4,17.4, 2.5, 7.7,< 1.0,17.8, 7.4,16.5
676,1,189,2030,Europe,Slovakia, 100,< 1.0,82.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,17.0
677,1,190,2030,Europe,Slovenia, 100,< 1.0,76.4,< 1.0,< 1.0,< 1.0, 4.3,< 1.0,19.2
678,1,191,2030,Asia-Pacific,Solomon Islands, 100,< 1.0,97.4, 1.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
679,1,192,2030,Sub-Saharan Africa,Somalia, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
680,1,193,2030,Sub-Saharan Africa,South Africa, 100,< 1.0,80.5,< 1.0,< 1.0,< 1.0, 2.1,< 1.0,15.4
681,1,194,2030,Asia-Pacific,South Korea, 100,20.7,31.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,46.5
682,1,195,2030,Europe,Spain, 100,< 1.0,71.4,< 1.0,< 1.0,< 1.0, 4.6,< 1.0,23.5
683,1,196,2030,Asia-Pacific,Sri Lanka, 100,68.0, 7.1,< 1.0,13.8,< 1.0,11.1,< 1.0,< 1.0
684,1,197,2030,Middle East-North Africa,Sudan, 100,< 1.0, 5.4, 2.8,< 1.0,< 1.0,90.7,< 1.0, 1.0
685,1,198,2030,Latin America-Caribbean,Suriname, 100,< 1.0,53.1, 6.1,17.7,< 1.0,13.5, 1.9, 6.9
686,1,199,2030,Sub-Saharan Africa,Swaziland, 100,< 1.0,88.9, 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.1
687,1,200,2030,Europe,Sweden, 100,< 1.0,59.1,< 1.0,< 1.0,< 1.0, 8.3,< 1.0,30.7
688,1,201,2030,Europe,Switzerland, 100,< 1.0,67.3,< 1.0,< 1.0,< 1.0, 6.3,< 1.0,24.7
689,1,202,2030,Middle East-North Africa,Syria, 100,< 1.0, 5.2,< 1.0,< 1.0,< 1.0,92.8,< 1.0, 2.0
690,1,203,2030,Asia-Pacific,Taiwan, 100,21.0, 6.0,43.3,< 1.0,< 1.0,< 1.0,14.9,14.8
691,1,204,2030,Asia-Pacific,Tajikistan, 100,< 1.0, 1.9,< 1.0,< 1.0,< 1.0,96.3,< 1.0, 1.5
692,1,205,2030,Sub-Saharan Africa,Tanzania, 100,< 1.0,64.4,< 1.0,< 1.0,< 1.0,33.0,< 1.0, 1.8
693,1,206,2030,Asia-Pacific,Thailand, 100,91.9,< 1.0,< 1.0,< 1.0,< 1.0, 6.6,< 1.0,< 1.0
694,1,207,2030,Asia-Pacific,Timor-Leste, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
695,1,208,2030,Sub-Saharan Africa,Togo, 100,< 1.0,40.3,38.8,< 1.0,< 1.0,14.1,< 1.0, 6.3
696,1,209,2030,Asia-Pacific,Tokelau, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
697,1,210,2030,Asia-Pacific,Tonga, 100,< 1.0,98.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
698,1,211,2030,Latin America-Caribbean,Trinidad and Tobago, 100,< 1.0,66.7, 2.0,21.9,< 1.0, 5.7, 1.5, 1.8
699,1,212,2030,Middle East-North Africa,Tunisia, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
700,1,213,2030,Asia-Pacific,Turkey, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.0,< 1.0, 1.2
701,1,214,2030,Asia-Pacific,Turkmenistan, 100,< 1.0, 6.4,< 1.0,< 1.0,< 1.0,93.0,< 1.0,< 1.0
702,1,215,2030,Latin America-Caribbean,Turks and Caicos Islands, 100,< 1.0,92.1, 2.7,< 1.0,< 1.0,< 1.0,< 1.0, 4.6
703,1,216,2030,Asia-Pacific,Tuvalu, 100,< 1.0,96.7,< 1.0,< 1.0,< 1.0,< 1.0, 1.9, 1.3
704,1,217,2030,Sub-Saharan Africa,Uganda, 100,< 1.0,85.4,< 1.0,< 1.0,< 1.0,12.8,< 1.0,< 1.0
705,1,218,2030,Europe,Ukraine, 100,< 1.0,87.0,< 1.0,< 1.0,< 1.0, 2.3,< 1.0,10.4
706,1,219,2030,Middle East-North Africa,United Arab Emirates, 100, 2.6,12.9,< 1.0, 8.4,< 1.0,74.1,< 1.0, 1.1
707,1,220,2030,Europe,United Kingdom, 100,< 1.0,54.3,< 1.0, 1.7,< 1.0, 7.7,< 1.0,34.2
708,1,221,2030,North America,United States, 100, 1.3,72.2,< 1.0,< 1.0, 1.6, 1.4, 1.1,21.2
709,1,222,2030,Latin America-Caribbean,U.S. Virgin Islands, 100,< 1.0,94.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.7
710,1,223,2030,Latin America-Caribbean,Uruguay, 100,< 1.0,56.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,42.0
711,1,224,2030,Asia-Pacific,Uzbekistan, 100,< 1.0, 1.8,< 1.0,< 1.0,< 1.0,97.4,< 1.0,< 1.0
712,1,225,2030,Asia-Pacific,Vanuatu, 100,< 1.0,93.5, 4.0,< 1.0,< 1.0,< 1.0, 1.4, 1.1
713,1,226,2030,Latin America-Caribbean,Venezuela, 100,< 1.0,89.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.5
714,1,227,2030,Asia-Pacific,Vietnam, 100,16.1, 8.5,44.7,< 1.0,< 1.0,< 1.0,< 1.0,30.1
715,1,228,2030,Asia-Pacific,Wallis and Futuna, 100,< 1.0,97.4, 1.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
716,1,229,2030,Middle East-North Africa,Western Sahara, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
717,1,230,2030,Middle East-North Africa,Yemen, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
718,1,231,2030,Sub-Saharan Africa,Zambia, 100,< 1.0,97.1,< 1.0,< 1.0,< 1.0,< 1.0, 1.0,< 1.0
719,1,232,2030,Sub-Saharan Africa,Zimbabwe, 100,< 1.0,86.6, 4.4,< 1.0,< 1.0,< 1.0,< 1.0, 7.6
720,1,237,2030,Sub-Saharan Africa,South Sudan, 100,< 1.0,60.5,32.9,< 1.0,< 1.0, 6.2,< 1.0,< 1.0
721,1,238,2030,Latin America-Caribbean,Curacao, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
722,1,239,2030,Latin America-Caribbean,Sint Maarten, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
723,1,240,2030,Latin America-Caribbean,Caribbean Netherlands, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
724,3,10000,2040, World, All Countries, 100, 5.7,31.1, 5.1,15.1,< 1.0,28.1,< 1.0,14.0
725,2,1001,2040,North America, All Countries, 100, 1.4,68.4,< 1.0, 1.2, 1.4, 2.0, 1.3,23.8
726,2,1002,2040,Latin America-Caribbean, All Countries,****,< 1.0,89.1, 1.9,< 1.0,< 1.0,< 1.0,< 1.0, 8.5
727,2,1003,2040,Europe, All Countries, 100,< 1.0,67.5,< 1.0,< 1.0,< 1.0, 9.0,< 1.0,22.3
728,2,1004,2040,Middle East-North Africa, All Countries, 100,< 1.0, 3.2,< 1.0,< 1.0, 1.4,93.5,< 1.0,< 1.0
729,2,1005,2040,Sub-Saharan Africa, All Countries, 100,< 1.0,59.6, 3.2,< 1.0,< 1.0,34.1,< 1.0, 2.7
730,2,1006,2040,Asia-Pacific, All Countries, 100,10.1, 7.5, 7.8,27.2,< 1.0,28.3, 1.1,17.9
731,1,1,2040,Asia-Pacific,Afghanistan, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
732,1,2,2040,Europe,Albania, 100,< 1.0,14.4,< 1.0,< 1.0,< 1.0,84.8,< 1.0,< 1.0
733,1,3,2040,Middle East-North Africa,Algeria, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,97.9,< 1.0, 1.8
734,1,4,2040,Asia-Pacific,American Samoa, 100,< 1.0,98.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
735,1,5,2040,Europe,Andorra, 100,< 1.0,89.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 8.8
736,1,6,2040,Sub-Saharan Africa,Angola, 100,< 1.0,90.5, 4.1,< 1.0,< 1.0,< 1.0,< 1.0, 5.2
737,1,7,2040,Latin America-Caribbean,Anguilla, 100,< 1.0,90.6, 2.9,< 1.0,< 1.0,< 1.0, 1.6, 4.0
738,1,8,2040,Latin America-Caribbean,Antigua and Barbuda, 100,< 1.0,93.0, 3.6,< 1.0,< 1.0,< 1.0,< 1.0, 1.7
739,1,9,2040,Latin America-Caribbean,Argentina, 100,< 1.0,86.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,11.8
740,1,10,2040,Asia-Pacific,Armenia, 100,< 1.0,97.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.3
741,1,11,2040,Latin America-Caribbean,Aruba, 100,< 1.0,91.1, 1.4,< 1.0,< 1.0,< 1.0,< 1.0, 6.7
742,1,12,2040,Asia-Pacific,Australia, 100, 3.1,51.5,< 1.0, 2.1,< 1.0, 4.2,< 1.0,36.9
743,1,13,2040,Europe,Austria, 100,< 1.0,74.7,< 1.0,< 1.0,< 1.0, 8.0,< 1.0,16.2
744,1,14,2040,Asia-Pacific,Azerbaijan, 100,< 1.0, 2.1,< 1.0,< 1.0,< 1.0,97.8,< 1.0,< 1.0
745,1,15,2040,Latin America-Caribbean,Bahamas, 100,< 1.0,96.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.7
746,1,16,2040,Middle East-North Africa,Bahrain, 100, 3.8,12.9,< 1.0,10.7,< 1.0,69.5,< 1.0, 2.1
747,1,17,2040,Asia-Pacific,Bangladesh, 100,< 1.0,< 1.0,< 1.0, 7.6,< 1.0,91.4,< 1.0,< 1.0
748,1,18,2040,Latin America-Caribbean,Barbados, 100,< 1.0,95.2,< 1.0,< 1.0,< 1.0,< 1.0, 1.4, 1.9
749,1,19,2040,Europe,Belarus, 100,< 1.0,70.9,< 1.0,< 1.0,< 1.0, 1.7,< 1.0,27.2
750,1,20,2040,Europe,Belgium, 100,< 1.0,54.9,< 1.0,< 1.0,< 1.0,10.3,< 1.0,33.3
751,1,21,2040,Latin America-Caribbean,Belize, 100,< 1.0,87.4, 1.5,< 1.0, 1.1,< 1.0,< 1.0, 9.2
752,1,22,2040,Sub-Saharan Africa,Benin, 100,< 1.0,49.6,18.3,< 1.0,< 1.0,26.4,< 1.0, 5.6
753,1,23,2040,North America,Bermuda, 100,< 1.0,75.0, 3.0,< 1.0,< 1.0, 1.1,< 1.0,19.4
754,1,24,2040,Asia-Pacific,Bhutan, 100,74.7,< 1.0, 1.9,22.5,< 1.0,< 1.0,< 1.0,< 1.0
755,1,25,2040,Latin America-Caribbean,Bolivia, 100,< 1.0,94.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 4.1
756,1,26,2040,Europe,Bosnia-Herzegovina, 100,< 1.0,49.2,< 1.0,< 1.0,< 1.0,48.6,< 1.0, 2.2
757,1,27,2040,Sub-Saharan Africa,Botswana, 100,< 1.0,82.2, 2.3,< 1.0,< 1.0, 1.5,< 1.0,13.2
758,1,28,2040,Latin America-Caribbean,Brazil, 100,< 1.0,86.9, 3.8,< 1.0,< 1.0,< 1.0,< 1.0, 9.1
759,1,29,2040,Latin America-Caribbean,British Virgin Islands, 100,< 1.0,84.5, 8.4, 1.2,< 1.0, 1.2,< 1.0, 3.9
760,1,30,2040,Asia-Pacific,Brunei, 100, 8.6, 9.4, 6.2,< 1.0,< 1.0,75.1,< 1.0,< 1.0
761,1,31,2040,Europe,Bulgaria, 100,< 1.0,79.2,< 1.0,< 1.0,< 1.0,14.9,< 1.0, 5.7
762,1,32,2040,Sub-Saharan Africa,Burkina Faso, 100,< 1.0,20.0,15.4,< 1.0,< 1.0,64.0,< 1.0,< 1.0
763,1,33,2040,Sub-Saharan Africa,Burundi, 100,< 1.0,90.7, 6.2,< 1.0,< 1.0, 3.1,< 1.0,< 1.0
764,1,34,2040,Asia-Pacific,Cambodia, 100,96.7,< 1.0,< 1.0,< 1.0,< 1.0, 2.0,< 1.0,< 1.0
765,1,35,2040,Sub-Saharan Africa,Cameroon, 100,< 1.0,68.2, 3.1,< 1.0,< 1.0,21.2, 2.7, 4.8
766,1,36,2040,North America,Canada, 100, 1.3,61.9, 1.3, 2.3, 1.3, 4.5, 1.7,25.6
767,1,37,2040,Sub-Saharan Africa,Cape Verde, 100,< 1.0,89.6, 1.4,< 1.0,< 1.0,< 1.0,< 1.0, 8.8
768,1,38,2040,Latin America-Caribbean,Cayman Islands, 100,< 1.0,83.5, 4.5,< 1.0,< 1.0,< 1.0,< 1.0, 9.4
769,1,39,2040,Sub-Saharan Africa,Central African Republic, 100,< 1.0,88.3,< 1.0,< 1.0,< 1.0, 9.7,< 1.0,< 1.0
770,1,40,2040,Sub-Saharan Africa,Chad, 100,< 1.0,42.1, 1.3,< 1.0,< 1.0,54.4,< 1.0, 2.0
771,1,41,2040,Europe,Channel Islands, 100,< 1.0,85.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,14.2
772,1,42,2040,Latin America-Caribbean,Chile, 100,< 1.0,86.8, 1.4,< 1.0,< 1.0,< 1.0,< 1.0,11.4
773,1,43,2040,Asia-Pacific,China, 100,18.4, 5.3,21.9,< 1.0,< 1.0, 2.4,< 1.0,51.2
774,1,44,2040,Latin America-Caribbean,Colombia, 100,< 1.0,92.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 7.0
775,1,45,2040,Sub-Saharan Africa,Comoros, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.3,< 1.0,< 1.0
776,1,46,2040,Sub-Saharan Africa,Republic of the Congo, 100,< 1.0,87.5, 2.7,< 1.0,< 1.0, 1.1,< 1.0, 7.7
777,1,47,2040,Sub-Saharan Africa,Democratic Republic of the Congo, 100,< 1.0,95.8,< 1.0,< 1.0,< 1.0, 1.6,< 1.0, 1.7
778,1,48,2040,Asia-Pacific,Cook Islands, 100,< 1.0,96.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.2
779,1,49,2040,Latin America-Caribbean,Costa Rica, 100,< 1.0,90.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 8.3
780,1,50,2040,Sub-Saharan Africa,Ivory Coast, 100,< 1.0,42.4,11.5,< 1.0,< 1.0,37.2,< 1.0, 8.7
781,1,51,2040,Europe,Croatia, 100,< 1.0,93.6,< 1.0,< 1.0,< 1.0, 1.8,< 1.0, 4.6
782,1,52,2040,Latin America-Caribbean,Cuba, 100,< 1.0,58.2,18.1,< 1.0,< 1.0,< 1.0,< 1.0,23.4
783,1,53,2040,Asia-Pacific,Cyprus, 100,< 1.0,70.1,< 1.0,< 1.0,< 1.0,25.0,< 1.0, 3.1
784,1,54,2040,Europe,Czech Republic, 100,< 1.0,18.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,79.6
785,1,55,2040,Europe,Denmark, 100,< 1.0,79.8,< 1.0,< 1.0,< 1.0, 7.3,< 1.0,11.3
786,1,56,2040,Sub-Saharan Africa,Djibouti, 100,< 1.0, 2.3,< 1.0,< 1.0,< 1.0,96.9,< 1.0,< 1.0
787,1,57,2040,Latin America-Caribbean,Dominica, 100,< 1.0,94.4, 3.0,< 1.0,< 1.0,< 1.0, 1.7,< 1.0
